채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
아날로그 칩 설계 엔지니어,"라닉스는 반도체 소프트웨어 융합기술을 바탕으로 최첨단의 비메모리 반도체 칩을 설계/개발하는 80명 규모의 강소기업 입니다.

2003년 설립되어 자동차와 사물인터넷의 핵심 기술인 무선 통신과 보안용 반도체 및 S/W, H/W 솔루션 등의 기술을 융합하여 사업화 하는 혁신융합기술 기업입니다. 2019년 코스닥시장에 상장하였고, 21년에는 중국지사를 설립하여 해외 시장의 기회도 넓혀 나가고 있습니다.

자율주행자동차를 완성하기 위한 필수 요소 중 하나인 V2X(Vehicle to Everyting) 통신 모뎀 기술을 국내 기업으로는 유일하게 개발하여 솔루션을 보유하고 있으며, IoT 산업의 발전을 위해 해결해야 하는 해킹 방어용 보안/인증 칩 솔루션을 선도적으로 개발 확보해 나가고 있습니다.

현재 자동차 전용 국내 표준 통신 프로토콜인 DSRC 모뎀은 2007년 상용화에 성공하여 하이패스 단말기에 통신 모뎀으로 장착되고 있으며, 현대기아자동차 및 벤츠, BMW 등에 장착되는 등 국내 Before Market의 90%를 점유하고 있습니다.
또한 레이다 기술을 이용한 CPD(Child Presence Detection)솔루션과, 개인화 응급 케어 서비스 제품(mPERS -mobile Personal Emergency Response System)을 개발하여 헬스케어 시장에도 진입 하고 있으며, MCU와 보안칩 그리고 V2X통신을 통해 자율주행 시장을 선도하기 위해 노력 하고 있습니다.

라닉스는 in-cabin 센서기술, 통신, 반도체, 보안 기술이 융합된 전장용 반도체 솔루션 회사로 성장해 나가고 있습니다.","※ 주요업무
• Analog(필터) / Mixed (ADC, DAC)

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격","※ 주요업무
• Analog(필터) / Mixed (ADC, DAC)

※ 전형절차
서류검토 ＞ 실무면접 ＞ 임원면접 ＞ 최종합격",,,,"C, FPGA, SoC, Verilog, ORCAD, RTL 설계, RTL 검증",,,서울 강남구,라닉스
전기차 충전기 FW 개발,"• 전기차 충전기의 firmware개발
• imx6 기반 개발 경험자 우대","- 전기차 충전 제어 담당
- 충전기 내부 시스템 제어
  (파워모듈 통신 제어)
- 차량과의 통신 제어
- 기타 센서등의 외부 장치 연계
- EV 충전 시스템 설계
- UI 연계 프로토콜 시스템","- 전기차 충전 제어 담당
- 충전기 내부 시스템 제어
  (파워모듈 통신 제어)
- 차량과의 통신 제어
- 기타 센서등의 외부 장치 연계
- EV 충전 시스템 설계
- UI 연계 프로토콜 시스템",,,,"자기계발지원, 건강검진지원, 50명이하, 연봉상위11~20%, 설립3년이하, 인원 급성장",상시채용,,서울 동작구,모니트
Femtosecond Laser 엔지니어,"Focus on femtoseconds – our purpose and passion. The product portfolio is all about ultrafast and ultraprecise. To satisfy industrial and scientific needs, we must be reliable and productive, but at the same time, flexible and versatile. Our goal is to maintain the right balance to satisfy the most demanding customers from various markets.","• Femtosecond Laser 기술지원
• 고객사 업무 지원","• Femtosecond Laser 기술지원
• 고객사 업무 지원",,,,"광학, 레이저 물리학",,,대전 유성구,라이트컨버젼(LIGHT CONVERSION)
ADAS Solution 엔지니어,"Autonomous Drive Group은 자율주행을 가능케 하는 기술을 검토하고 개발하는 역할을 수행합니다. 기본적으로 텔레칩스는 Chip을 만드는 회사입니다. Chip이 기획되고 만들어지고 고객에게 판매되고 양산되는 과정에 필요한 많은 업무들이 있습니다. ADP팀은 회사 내 자율주행, LiDAR, NPU, ML을 주관하는 팀으로서 ML 응용 및 자율주행을 위해 만들어진 Chip의 기획 단계의 기술 검토부터 NPU와 LiDAR IP의 post silicon verification을 시작으로 ML network을 Embedded System에서 운용케 하는 NPU, LiDAR Device Driver, Middleware framework, Application 전반의 연구 개발을 담당합니다. 연구 개발의 목적은 저희 Chip을 사용하는 고객(자동차 OEM, Tier1)이 성공적으로 제품을 개발 할 수 있도록 앞서 설명한 연구 개발의 결과를 SDK 형태로 배포하고 지원하고 있습니다.

저희 그룹은 긴 시간 동안 축적된 다국적 자동차 Before Market 제품 개발의 역량을 보유한 바, 국제 표준의 개발/품질 프로세스, 최신의 개발 트랜드를 실제 업무에 적용하고 활용하고 있습니다. 기술 자체와 기술을 개발하는 과정, 협업하는 과정까지 아울러 습득할 수 있는 조직입니다.","• ML기반 영상인식 기능 분석 및 구현(영상 입력, 영상 전처리, ML 알고리즘, 후처리 로직)
• NPU(Neural Processing Unit) 기반의 ML Network 생성 및 운용 분석
• 주행/주차 안전 및 편의 시스템의 작동 시나리오 기반으로 영상 인식 요구사양 분석
• 인식 성능 검증 시나리오 검토 및 정량적 (인식률, 정확도) 분석/검증","• ML기반 영상인식 기능 분석 및 구현(영상 입력, 영상 전처리, ML 알고리즘, 후처리 로직)
• NPU(Neural Processing Unit) 기반의 ML Network 생성 및 운용 분석
• 주행/주차 안전 및 편의 시스템의 작동 시나리오 기반으로 영상 인식 요구사양 분석
• 인식 성능 검증 시나리오 검토 및 정량적 (인식률, 정확도) 분석/검증",,,,"보너스, 건강검진지원, 사내동호회, 자기계발지원, 단체보험, 편의시설, 장비지원, 연봉상위1%, 301~1,000명, 인원 급성장, 설립10년이상, 경기도 우수 중소기업, 유연근무",상시채용,"빠른 속도감, 과정 중심 질문, 친절/따뜻한 스타일, 캐주얼/편한 분위기",경기 성남시,텔레칩스
BSP Driver 개발자,"BSP Driver 개발자는 Device Driver,BSP,SDK를 개발하고 있으며, Chip 검증 및 불량 분석을 수행하빈다. 그 외 고객사 개발 및 양산을 지원합니다. 안정적인 제품 확보를 통해 고객사로부터 신뢰와 만족을 얻도록 꼼꼼하게 그리고 정확하게 수행하는 것이 BSP Driver 개발자 업무의 핵심입니다.

저희팀은 즐거운 성장에 이보다 더 좋은 팀은 없으리라 자신하는 팀입니다. 개인 발전을 위해 Chip 검증부터 BSP 개발까지 할 수 있기 때무에 많은 지식과 경험을 쌓을 수 있습니다. 또한 어느 특정 이슈로 인하여 어려움이 발생하면 서로서로 도움을 주며 해결을 합니다. 이 때 Technical적인 교류가 굉장히 활발하게 일어납니다. 즐거운 개발과 회사생활을 위해서 전폭적인 지원을 아끼지 않는데요, 개발하기 편한 빵빵한 노트북과 듀얼 모니터는 기본이며 꼰대나 젊꼰도 없고 개발자가 선호하는 캐쥬얼 복장 강추, 회사 노트북에 스티커 장식이나 커스터마이징도 가능합니다.

전반적으로 조용히 일하는 분위기이면서도, 본인의 지식/노하우/기술을 Keep하는 분위기가 아니라, 서로가 가진 것을 share하며 발전해 나가는 지향하며, 실제로 그렇게 운용되고 있는 것을 어렵지 않게 확인할 수 있습니다. 직급/연차를 떠나 서로 배울만한 것이 적극적으로 나누고 배우는 문화를 가진 저희 팀에서 자신의 커리어를 폭발적으로 성장시켜 보세요.","• Linux Kernel BSP Driver 개발
• Automotive MCU BSP 개발
• QNX BSP 개발
• Linux, Android Security Solution 개발 (Platform Security 개발, Cyber Security)","• Linux Kernel BSP Driver 개발
• Automotive MCU BSP 개발
• QNX BSP 개발
• Linux, Android Security Solution 개발 (Platform Security 개발, Cyber Security)",,,,"보너스, 건강검진지원, 사내동호회, 자기계발지원, 단체보험, 편의시설, 장비지원, 연봉상위1%, 301~1,000명, 인원 급성장, 설립10년이상, 경기도 우수 중소기업, 유연근무",상시채용,"빠른 속도감, 과정 중심 질문, 친절/따뜻한 스타일, 캐주얼/편한 분위기",경기 성남시,텔레칩스
부동산 개발,"다빛은 꼭 필요하고 없어서는 안 되는 생명의 빛 , 광명의 빛, 희망의 빛을 온 인류사회의 모든 곳에 두루 다 골고루 비추어지게 하는 역할을 한다는 기업이념에 따라 인류사회 복지건설에 기여하고 고객에게 최고의 가치를 창출해 줌으로써 번영 된 미래를 기약하고자 합니다. 또한 지속 가능한 공동체 마을 설립을 목표로 다음 세대를 생각하는 생활양식과 여러 세대가 어우러질 수 있는 로컬 문화와 공간을 만들어 보고자 합니다.

다빛은 크게 도시개발 사업과 부동산 개발사업 부서로 나뉘어 있고 분야로는 건설사업관리(PM, CM), 개발 사업, 도시계획·도시정비·일반건설업, 리모델링 사업으로 구분할 수 있습니다.

(경력직 및 실무직)","• 부지 정보, 사업계획 수립, 금융 계획, 분양계획 등 부동산 개발 전반에 걸친 업무 수행
• 공동주택, 실버시설, 오피스텔, 유통(물류)시설, 방송통신(데이터 센터)시설 개발
• 캠프자이언트 도시개발 사업","• 부지 정보, 사업계획 수립, 금융 계획, 분양계획 등 부동산 개발 전반에 걸친 업무 수행
• 공동주택, 실버시설, 오피스텔, 유통(물류)시설, 방송통신(데이터 센터)시설 개발
• 캠프자이언트 도시개발 사업",,,,"Excel, 영업, CAD, 설계, 사업 전략, 제안 작성, 부동산 개발",,,경기 파주시,다빛도시개발
통합인허가 임원,엔코아네트웍스 통합인허가 임원 채용합니다.,"• 통합인허가, 매채법 인허가, 엔지니어링 등 업무 수행
• 전형절차 : 서류전형 - 1차면접(PT면접) -  최종합격","• 통합인허가, 매채법 인허가, 엔지니어링 등 업무 수행
• 전형절차 : 서류전형 - 1차면접(PT면접) -  최종합격",,,,"식대지원, 커피·스낵바, 보너스, 50명이하, 참 괜찮은 중소기업, 인원 급성장, 설립10년이상, 연봉상위11~20%",상시채용,,울산 남구,엔코아네트웍스
통합인허가 팀장,엔코아네트웍스 통합인허가 팀장 채용합니다.,"• 통합인허가, 메체법 인허가, 엔지니어링 등 업무 수행
• 전형 절차 : 서류전형 - 1차면접(PT면접) - 최종합격","• 통합인허가, 메체법 인허가, 엔지니어링 등 업무 수행
• 전형 절차 : 서류전형 - 1차면접(PT면접) - 최종합격",,,,"식대지원, 커피·스낵바, 보너스, 50명이하, 참 괜찮은 중소기업, 인원 급성장, 설립10년이상, 연봉상위11~20%",상시채용,,울산 남구,엔코아네트웍스
High-Speed Interface PHY Circuit 개발,"""Technology Leaders & Innovators""

티엘아이는 1998년 10월에 설립한 반도체 직접회로 Fabless 회사 입니다.
디스플레이 패널 의 핵심 칩셋인 Timing Controller와 Driver IC를 설계, 생산하여 주요거래처에 매출을 발생시키고 있습니다. 디스플레이 기술 발전에 따라 OLED, Micro LED등의 차세대 디스플레이 칩셋을 계속적으로 개발하여 사업을 확장해 나가고 있습니다.

티엘아이는 국내 최고 수준의 반도체 Fabless 회사 도약을 준비하고 있습니다.
매일 도전하는 티엘아이와 함께 성장 할 여러분을 모십니다!","• Display TCON/Driver IC 용 Gbps급 High-Speed Serial Interface Tx/Rx PHY Circuit 개발

[지원 및 진행 절차]
• 지원서류 : 자유양식의 이력서(필수), 포트폴리오(PPT, PDF 형식 권장)
• 진행절차 : 서류전형 ＞ 1차(실무) 인터뷰 ＞ 2차(임원) 인터뷰 ＞ 처우협의 ＞ 최종합격
 - 지원자의 이력 및 경력 사항에 따라 일부 면접 과정이 생략되거나 추가될 수 있습니다.","• Display TCON/Driver IC 용 Gbps급 High-Speed Serial Interface Tx/Rx PHY Circuit 개발

[지원 및 진행 절차]
• 지원서류 : 자유양식의 이력서(필수), 포트폴리오(PPT, PDF 형식 권장)
• 진행절차 : 서류전형 ＞ 1차(실무) 인터뷰 ＞ 2차(임원) 인터뷰 ＞ 처우협의 ＞ 최종합격
 - 지원자의 이력 및 경력 사항에 따라 일부 면접 과정이 생략되거나 추가될 수 있습니다.",,,,"건강검진지원, 식대지원, 자기계발지원, 단체보험, 커피·스낵바, 연봉상위1%, 51~300명, 인원 급성장, 설립10년이상, 경기도 우수 중소기업",상시채용,,경기 성남시,티엘아이(TLI)
LED Signage평가/검증,"""Technology Leaders & Innovators""

티엘아이는 1998년 10월에 설립한 반도체 직접회로 Fabless 회사 입니다.
디스플레이 패널 의 핵심 칩셋인 Timing Controller와 Driver IC를 설계, 생산하여 주요거래처에 매출을 발생시키고 있습니다. 디스플레이 기술 발전에 따라 OLED, Micro LED등의 차세대 디스플레이 칩셋을 계속적으로 개발하여 사업을 확장해 나가고 있습니다.

티엘아이는 국내 최고 수준의 반도체 Fabless 회사 도약을 준비하고 있습니다.
매일 도전하는 티엘아이와 함께 성장 할 여러분을 모십니다!","• LED Signage제품 검증 
• LED Signage제품 평가 및 평가항목 작성

[지원 및 진행 절차]
• 지원서류 : 자유양식의 이력서(필수), 포트폴리오(PPT, PDF 형식 권장)
• 진행절차 : 서류전형 ＞ 1차(실무) 인터뷰 ＞ 2차(임원) 인터뷰 ＞ 처우협의 ＞ 최종합격
 - 지원자의 이력 및 경력 사항에 따라 일부 면접 과정이 생략되거나 추가될 수 있습니다.","• LED Signage제품 검증 
• LED Signage제품 평가 및 평가항목 작성

[지원 및 진행 절차]
• 지원서류 : 자유양식의 이력서(필수), 포트폴리오(PPT, PDF 형식 권장)
• 진행절차 : 서류전형 ＞ 1차(실무) 인터뷰 ＞ 2차(임원) 인터뷰 ＞ 처우협의 ＞ 최종합격
 - 지원자의 이력 및 경력 사항에 따라 일부 면접 과정이 생략되거나 추가될 수 있습니다.",,,,"건강검진지원, 식대지원, 자기계발지원, 단체보험, 커피·스낵바, 연봉상위1%, 51~300명, 인원 급성장, 설립10년이상, 경기도 우수 중소기업",상시채용,,경기 성남시,티엘아이(TLI)
